date, pm10, o3, no2, so2, co
2016/11/2, , 9, 14, , 
2016/11/19, , 1, 14, , 
2016/11/20, , 10, 21, , 
2016/11/27, , 2, 12, , 
2016/12/4, , 12, 23, , 
2016/7/30, , 34, 2, , 
2016/9/19, , 22, 15, , 
2016/6/1, , 43, 7, , 
2016/3/13, , 18, 20, , 
2015/11/8, , 11, 15, , 
2015/11/9, , 8, 10, , 
2015/11/17, , 3, 12, , 
2015/11/29, , 9, 19, , 
2015/12/20, , 4, 20, , 
2015/12/21, , 1, 12, , 
2016/1/2, , 2, 18, , 
2015/8/28, , 34, 3, , 
2014/12/31, , 11, 15, 3, 
2015/1/21, , 15, 13, , 
2015/2/10, , 4, 39, , 
2015/2/25, , 26, 8, , 
2015/3/8, , 20, , , 
2015/3/9, , 33, , , 
2015/3/21, , 17, 10, , 
2015/3/23, , 20, 12, , 
2015/3/24, , 29, 4, , 
2015/3/29, , 23, 9, , 
2014/10/26, , 22, 15, 1, 
2014/11/11, , 16, 16, 1, 
2014/9/24, , 29, 9, , 
2021/10/1, , , 6, 1, 
2021/10/2, , , 3, 1, 
2021/10/3, , , 3, , 
2021/9/28, , , 4, , 
2021/9/29, , , 9, 1, 
2021/9/30, , , 10, 1, 
